satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments ,salary
0.88,0.92,4,225,5,0,0,2,1
0.11,0.8,6,306,4,0,0,7,1
0.69,0.88,3,164,10,0,0,4,2
0.21,0.7,6,130,6,1,0,1,1
0.8,0.51,5,196,3,0,0,0,1
0.63,0.7,5,177,2,1,0,7,2
0.4,0.49,2,144,3,0,0,8,1
0.56,0.94,3,154,3,1,0,8,1
0.14,0.83,5,153,5,1,0,7,2
0.2,0.54,4,149,3,0,0,2,1
0.67,0.49,3,247,10,0,0,7,2
0.58,0.69,4,223,4,0,0,7,1
0.58,0.88,3,157,4,0,1,9,1
0.99,0.68,5,264,10,1,0,8,2
0.41,0.56,2,150,3,0,0,6,1
0.74,0.87,5,242,5,0,0,8,2
0.44,0.69,2,173,2,0,0,9,2
0.84,0.62,5,245,4,0,0,9,2
0.91,1.0,5,244,6,0,0,3,1
0.1,0.81,6,290,4,0,0,2,2
0.7,0.54,5,263,3,0,0,9,1
0.41,0.47,2,131,3,0,0,5,2
1.0,0.79,5,152,4,0,0,3,2
0.79,0.93,5,268,5,0,0,9,2
0.37,0.49,2,151,3,0,0,9,2
0.68,0.56,3,146,3,0,0,9,1
0.72,0.99,4,156,2,1,0,7,1
0.67,0.81,5,175,6,1,0,9,2
0.11,0.87,6,257,4,0,0,8,2
0.96,0.82,5,185,3,0,0,9,1
0.44,0.45,2,156,3,0,0,3,2
0.75,0.85,5,240,6,1,0,5,2
0.76,0.81,4,193,3,1,0,2,1
0.98,0.96,4,253,3,0,0,7,1
0.64,0.63,3,156,6,1,0,8,1
0.97,0.79,5,259,3,0,1,8,2
0.1,0.79,6,291,4,0,0,7,1
0.35,0.41,3,157,2,0,0,8,1
0.11,0.87,6,306,4,0,0,0,1
0.91,0.48,3,224,3,0,0,9,2
0.38,0.49,2,145,3,0,0,0,1
0.88,0.62,4,237,2,0,0,7,2
0.63,0.9,4,245,3,0,0,9,1
0.67,0.86,3,175,3,0,0,0,1
0.92,0.82,4,168,3,0,1,8,1
0.36,0.49,2,147,3,0,0,5,1
0.84,0.53,5,190,3,0,0,9,2
0.94,0.61,3,140,2,0,0,8,2
0.1,0.83,6,283,5,0,0,8,2
0.24,0.83,3,208,5,0,0,7,1
0.67,0.64,3,203,2,1,0,9,1
0.69,0.82,4,273,4,0,0,3,2
0.37,0.46,2,140,3,0,0,8,1
0.34,0.49,4,149,3,0,0,9,2
0.9,0.76,4,252,4,0,0,7,2
0.81,0.86,4,213,3,0,0,8,1
0.84,0.62,4,138,3,0,0,9,1
0.47,0.64,3,192,3,0,0,8,1
0.34,0.51,3,105,3,0,0,8,2
0.09,0.84,7,260,4,0,0,7,1
0.84,0.62,5,217,3,0,0,7,1
0.31,0.92,5,197,5,0,0,0,1
0.59,0.92,4,183,2,0,0,3,1
0.11,0.89,6,284,4,0,0,1,1
0.1,0.89,7,291,4,0,0,8,2
0.63,0.61,3,205,2,0,0,5,2
0.71,0.68,4,221,4,0,0,9,2
0.09,0.8,5,279,4,0,0,9,1
0.78,0.89,4,272,2,0,0,8,1
0.61,0.79,5,269,2,0,0,4,1
0.4,0.48,2,139,3,0,0,9,1
0.87,0.63,5,214,3,0,0,7,1
0.95,0.75,4,203,3,0,0,3,1
0.61,0.63,5,230,3,0,0,7,2
0.74,0.58,4,148,2,0,0,6,2
0.23,0.87,5,258,4,1,0,2,0
0.69,0.65,4,232,2,1,0,7,1
0.67,0.55,3,246,3,0,0,2,2
0.75,0.99,2,237,5,1,0,6,1
0.84,0.83,4,227,5,0,0,2,1
0.5,0.97,2,252,4,0,0,4,2
0.44,0.66,3,161,3,0,0,0,2
0.51,0.72,3,242,3,0,0,9,1
0.76,1.0,4,220,6,0,0,1,2
0.89,0.99,2,258,3,0,0,7,2
0.3,0.8,6,250,3,0,0,8,1
0.54,0.44,3,153,2,0,0,9,1
0.57,0.55,4,177,8,0,0,7,1
0.91,1.0,4,257,5,0,0,2,2
0.7,0.52,4,255,3,0,0,1,2
0.21,0.37,6,266,3,0,1,3,2
0.23,0.66,4,212,4,1,0,2,1
0.91,0.78,3,269,3,1,0,9,0
0.5,0.71,5,210,5,0,0,9,2
0.73,0.94,3,177,3,0,0,9,1
0.37,0.54,2,131,3,1,0,3,2
0.11,0.84,7,296,4,0,0,7,1
0.73,0.6,4,166,3,0,0,7,0
0.42,0.58,2,140,3,0,0,0,1
0.62,0.67,2,153,3,0,0,5,1
0.68,0.74,3,227,2,0,0,9,2
0.87,0.7,3,224,3,0,0,8,1
0.68,0.79,5,139,4,0,0,9,1
0.11,0.97,6,254,4,0,0,2,0
0.87,0.88,5,269,5,0,0,9,1
0.4,0.67,3,115,3,0,0,2,2
0.68,0.49,3,178,3,1,0,1,1
0.4,0.57,2,160,3,0,0,2,1
0.94,0.88,4,262,2,0,0,7,2
0.8,0.81,3,199,4,1,0,8,2
0.37,0.52,2,128,3,0,0,2,1
0.67,0.54,3,166,5,0,0,0,2
0.24,0.52,4,228,5,0,0,7,2
0.54,0.6,4,139,5,0,0,8,1
0.16,0.93,5,210,7,0,1,4,2
0.1,0.77,7,250,5,0,0,1,2
0.69,0.63,4,217,3,0,0,9,2
0.11,0.79,7,310,4,0,0,3,1
0.5,0.88,4,147,3,0,0,8,2
0.57,0.85,4,152,3,0,0,7,2
0.61,0.97,6,286,4,0,0,6,2
0.57,0.54,4,167,3,0,0,9,2
0.73,0.93,5,162,4,0,0,9,1
0.59,0.81,6,123,5,0,0,7,2
0.74,0.5,4,265,3,0,0,9,2
0.8,0.8,4,229,4,0,0,7,1
0.09,0.94,7,267,4,0,0,7,2
0.78,0.54,5,257,3,0,0,7,0
0.45,0.55,2,151,3,0,0,0,2
0.79,0.73,4,226,3,0,0,7,2
0.82,0.69,4,262,2,0,0,7,1
0.61,0.83,3,112,4,1,0,9,1
0.95,0.75,3,253,4,0,0,2,1
0.88,0.5,4,162,2,0,0,8,2
0.4,0.47,2,146,3,0,0,7,2
0.74,0.63,3,180,2,0,0,3,1
0.82,0.98,5,234,5,0,0,5,2
1.0,0.76,6,246,3,1,1,8,2
0.76,0.93,3,266,3,1,0,5,1
0.37,0.46,2,153,3,0,0,7,1
0.09,0.81,6,257,4,0,0,8,1
0.4,0.51,2,136,3,0,0,6,1
0.74,0.85,2,189,3,0,0,8,1
0.51,0.63,3,234,2,0,0,7,0
0.85,0.56,5,203,3,0,0,4,0
0.83,0.57,3,137,2,0,0,5,2
0.11,0.86,6,299,4,1,0,7,1
0.74,0.87,5,264,3,0,0,2,0
0.51,0.5,5,242,2,0,0,7,1
0.51,0.98,4,171,2,0,0,1,1
0.81,0.68,3,151,3,0,0,2,1
0.57,0.7,3,273,6,0,0,8,1
0.89,0.85,3,166,3,0,0,8,2
0.9,0.64,4,209,4,0,0,7,1
0.4,0.85,4,198,2,0,0,3,1
0.93,0.51,4,110,3,0,0,6,1
0.11,0.89,6,306,4,0,0,9,1
0.11,0.83,6,268,4,0,0,6,1
0.63,0.98,3,160,4,1,0,5,1
0.99,0.87,5,211,2,0,0,8,2
0.7,0.61,4,163,4,1,0,7,1
0.8,0.62,5,190,4,1,0,0,2
0.62,0.89,4,261,2,0,0,9,2
0.83,0.93,4,261,2,0,0,8,2
0.76,0.85,3,192,3,0,0,5,1
0.15,0.55,3,255,3,1,0,6,2
0.62,0.73,3,144,10,1,0,8,0
0.56,0.59,5,209,2,1,0,3,0
0.37,0.57,2,133,3,0,0,9,1
0.77,0.94,4,225,2,0,0,1,2
0.92,0.74,3,137,2,0,0,8,1
0.74,0.7,4,273,3,0,0,7,2
1.0,0.39,2,210,5,0,0,7,1
0.82,0.76,3,219,8,1,0,0,1
0.37,0.52,2,140,3,0,0,4,2
0.76,0.89,5,238,5,0,0,9,0
0.42,0.48,2,143,3,0,0,7,1
0.43,0.38,3,119,2,0,0,7,1
0.57,1.0,4,227,10,0,0,9,1
0.25,0.9,6,229,8,0,0,7,2
0.73,0.68,3,121,5,0,0,1,1
0.9,0.79,4,236,3,1,0,9,2
0.85,0.87,6,232,5,0,0,4,0
0.51,0.75,4,175,2,0,0,3,2
0.52,0.91,5,193,2,0,0,8,1
0.93,0.65,4,258,3,0,0,8,2
0.72,0.64,4,192,3,0,0,7,2
0.82,0.97,3,160,2,0,0,3,2
0.57,0.58,3,251,2,0,0,8,0
0.98,0.98,4,259,2,0,0,3,0
0.49,0.55,4,268,4,0,0,8,0
0.99,0.37,5,155,3,0,0,7,1
0.7,0.66,4,168,3,0,0,9,1
0.77,0.83,4,245,5,0,0,7,2
0.21,0.81,5,169,4,0,0,8,2
0.89,0.95,4,141,3,0,0,2,1
0.75,0.89,6,250,2,0,0,5,2
0.37,0.45,2,126,3,0,0,8,2
0.72,0.59,3,255,2,0,0,8,0
0.37,0.54,2,145,3,0,0,1,2
0.47,0.5,4,254,4,0,0,7,1
0.65,0.85,4,172,3,0,0,7,2
0.48,0.51,3,136,3,0,0,5,1
0.87,0.89,4,225,8,0,0,5,1
0.3,0.47,4,176,2,0,0,7,1
0.72,0.92,3,242,8,0,0,7,2
0.85,0.76,3,197,5,0,0,0,2
0.77,0.75,6,246,6,0,0,7,1
0.91,0.92,4,246,5,0,0,7,1
0.91,0.74,6,253,2,0,0,9,1
0.93,0.94,4,233,6,0,0,0,2
0.11,0.87,6,278,5,0,0,9,1
0.88,0.82,4,109,2,0,0,8,2
0.76,0.87,5,262,5,0,0,8,1
0.68,1.0,6,258,5,0,0,7,1
0.88,0.77,4,224,5,1,0,3,1
0.81,0.77,3,221,2,0,0,9,1
0.36,0.78,2,151,4,0,0,9,1
0.74,0.58,4,193,3,0,0,8,2
0.9,0.6,4,252,3,0,0,8,1
0.74,0.92,4,261,5,0,0,9,2
0.11,0.95,6,285,4,0,0,9,1
0.38,0.51,3,151,2,0,0,7,2
0.81,0.95,3,204,2,0,0,6,1
0.58,0.76,5,260,2,1,0,9,1
0.83,0.9,4,195,3,0,0,7,1
0.82,0.99,4,263,6,0,0,9,2
0.74,0.67,5,140,3,0,0,3,2
0.75,0.99,5,189,3,0,0,8,1
0.48,0.5,5,142,4,0,0,0,2
0.57,0.52,3,143,2,0,0,9,1
0.35,0.57,3,109,3,0,0,2,2
0.56,0.78,3,200,2,0,0,8,2
0.24,0.65,6,210,5,0,0,4,0
0.39,0.56,2,160,3,0,0,7,1
0.95,0.54,4,235,4,0,0,7,2
0.74,1.0,5,275,5,0,0,7,1
0.86,0.93,5,241,5,1,0,8,1
0.54,0.93,3,124,5,0,0,0,2
0.25,0.82,3,269,5,0,0,7,1
0.45,0.51,2,138,3,0,0,9,1
0.84,0.55,3,135,3,0,0,3,2
0.64,0.93,5,198,2,0,0,9,0
0.52,0.7,4,219,3,0,0,3,2
0.88,0.66,4,271,3,1,0,0,2
0.37,0.54,2,152,3,0,0,5,2
0.43,0.53,2,131,3,0,0,0,1
0.31,0.86,3,266,7,0,0,7,1
0.85,0.86,4,250,3,0,0,9,1
0.74,0.44,5,169,3,1,0,9,2
0.82,0.98,4,233,5,0,0,7,1
0.41,0.52,2,127,3,0,0,0,2
0.94,0.85,4,236,2,0,0,5,2
0.49,0.78,4,254,10,0,0,4,0
0.39,1.0,5,204,5,1,0,4,2
0.76,0.99,3,164,2,0,0,8,2
0.65,0.91,4,243,5,1,0,0,2
0.44,0.46,2,157,3,0,0,7,2
0.95,0.96,4,161,2,0,0,0,0
0.09,0.87,7,295,4,0,0,6,1
0.95,0.75,4,151,3,0,0,6,2
0.85,0.62,2,280,4,0,0,1,1
0.58,0.96,3,202,2,0,0,9,2
0.95,0.84,3,261,8,1,1,3,2
0.86,0.86,4,227,2,0,0,6,1
0.35,0.81,5,182,5,0,0,7,0
0.87,0.84,5,231,5,0,0,0,1
0.57,0.65,5,144,3,1,0,8,1
0.56,0.92,4,224,3,0,0,7,2
0.35,0.52,3,167,2,0,0,3,1
0.87,0.87,5,207,2,0,0,7,0
0.58,0.99,3,207,10,0,0,9,1
0.84,0.58,4,208,3,0,0,2,2
0.18,0.73,4,219,5,0,0,7,2
0.11,0.79,6,264,4,0,0,9,1
0.44,0.41,3,125,7,0,0,7,2
0.61,0.83,4,245,3,1,1,9,1
0.6,0.85,3,250,2,0,0,8,1
0.09,0.82,7,267,4,0,0,9,1
0.11,0.94,6,276,4,0,0,7,1
0.37,0.71,6,266,5,0,0,0,1
0.79,0.73,5,155,3,0,0,0,2
0.68,0.53,3,138,2,1,0,7,1
0.67,0.72,3,180,3,0,0,7,1
0.82,0.91,5,276,6,0,0,6,2
0.76,0.74,3,183,3,0,0,7,2
0.93,0.67,5,167,3,0,0,9,2
0.76,0.55,4,250,3,0,0,9,2
0.52,0.85,5,183,3,0,0,8,1
0.84,0.99,4,267,5,0,0,6,1
0.58,0.79,4,130,3,0,0,0,2
0.99,0.58,4,138,3,0,0,9,1
0.39,0.68,2,137,3,1,0,7,1
0.22,0.49,4,218,4,0,0,5,1
0.82,0.57,2,158,3,1,0,3,2
0.98,0.87,5,151,6,0,0,0,2
0.51,0.89,4,233,7,0,0,7,2
0.48,0.98,3,259,6,0,0,0,2
0.99,0.95,4,102,5,0,0,0,1
0.21,0.43,5,175,2,1,0,7,0
0.72,0.71,4,256,3,0,1,7,2
0.66,0.65,4,154,3,0,0,7,2
0.85,0.76,4,262,2,0,0,0,1
0.39,0.5,2,151,3,0,0,1,2
0.59,0.77,3,272,8,0,0,4,0
0.11,0.87,6,305,4,0,0,5,1
0.85,0.64,5,256,7,0,0,6,1
0.75,1.0,4,243,5,0,0,1,1
0.71,0.79,4,261,3,0,0,7,0
0.1,0.89,7,308,4,0,0,9,2
0.51,0.89,3,230,4,0,0,5,1
0.57,0.86,4,268,6,0,0,0,2
0.21,0.58,5,197,4,0,0,9,1
0.51,0.86,3,198,2,0,0,9,1
0.31,0.42,4,108,4,0,0,9,1
0.66,0.83,4,266,3,1,0,9,2
0.89,0.86,4,153,3,0,0,2,1
0.49,0.68,3,181,3,0,0,2,2
0.1,0.77,6,255,4,0,0,4,1
0.97,0.75,3,241,2,0,0,9,1
0.17,0.52,4,184,4,0,0,7,1
0.69,0.8,5,263,3,1,0,2,2
0.64,0.86,5,274,2,1,0,7,1
0.99,0.64,4,218,4,0,0,2,1
0.19,0.9,5,172,2,0,0,8,1
0.11,0.85,7,302,4,0,0,7,1
0.45,0.57,2,158,3,0,0,7,1
0.98,0.87,3,246,3,0,0,3,0
0.11,0.93,7,308,4,0,0,0,2
0.88,0.62,4,221,2,0,0,1,1
0.99,0.82,3,255,2,0,0,6,2
0.73,0.86,4,133,3,0,0,9,0
0.73,0.48,4,139,2,0,0,1,1
0.8,0.58,3,197,3,0,0,8,2
0.5,0.85,2,143,3,0,0,0,1
0.5,0.85,4,150,2,0,0,8,0
0.81,0.92,4,268,3,0,0,7,1
0.31,0.56,4,238,2,0,0,2,2
0.6,0.66,4,132,4,0,0,9,2
0.95,0.69,4,207,2,1,0,9,1
0.52,0.57,3,270,3,0,0,1,1
0.45,0.53,2,159,3,0,0,7,1
0.96,0.85,3,186,2,0,0,3,2
0.7,0.48,4,237,3,0,0,7,1
0.48,0.67,4,220,3,0,1,4,2
0.89,0.39,6,190,3,1,0,1,2
0.55,0.75,3,156,3,0,0,6,2
0.41,0.5,2,153,3,0,0,9,2
0.89,0.85,5,266,5,0,0,7,1
0.77,0.71,2,242,2,0,0,5,2
0.84,0.93,4,250,5,0,0,0,2
0.81,0.82,4,167,2,0,0,2,2
0.38,0.5,2,140,3,0,0,7,1
0.18,0.39,2,177,6,0,0,7,2
0.61,0.64,4,201,3,0,0,7,1
0.98,0.44,4,154,6,1,0,7,2
0.39,0.57,2,142,3,0,0,2,2
0.85,0.86,3,179,3,0,0,6,1
0.89,0.93,3,181,3,0,0,3,1
0.97,0.61,3,165,2,0,0,1,1
0.21,0.4,3,262,3,0,0,8,1
0.66,0.65,3,234,2,0,0,5,2
0.64,0.85,3,213,4,0,0,9,2
0.85,0.78,3,165,4,0,0,5,2
0.77,0.62,5,190,3,0,0,1,1
0.93,0.87,4,257,2,0,0,7,1
0.72,0.5,4,164,2,1,0,4,1
0.75,0.73,3,225,4,0,0,8,1
0.86,0.91,4,234,3,1,0,7,2
0.56,0.81,4,188,3,1,0,5,1
0.66,0.87,4,139,3,0,0,9,2
0.93,0.97,5,255,4,0,0,8,2
0.97,0.55,4,258,3,0,0,3,2
0.39,0.51,2,151,3,0,0,3,2
0.85,0.69,3,263,3,0,0,7,2
0.82,0.92,5,225,5,0,0,7,1
0.53,0.68,4,214,3,0,0,9,2
0.77,0.86,3,101,5,0,0,0,1
0.58,0.61,4,200,3,0,0,9,1
0.6,0.98,4,192,3,0,0,9,1
0.7,0.89,3,183,5,0,0,8,1
0.37,0.59,3,134,3,0,0,9,2
0.57,0.46,2,100,6,1,1,5,2
0.45,0.55,4,206,2,0,0,7,1
0.97,0.66,4,218,3,0,0,7,0
0.86,0.98,4,270,5,0,0,9,1
0.9,0.79,3,222,6,1,0,9,2
0.96,0.6,4,170,2,1,0,6,1
0.61,0.83,4,153,2,0,0,9,1
0.9,0.56,3,149,2,0,0,7,0
0.83,0.5,4,167,3,1,0,1,2
0.9,0.57,4,186,4,0,0,9,2
0.68,0.81,3,180,2,1,0,7,0
0.82,0.52,5,225,2,0,0,2,0
0.81,0.95,5,238,6,0,0,9,1
0.44,0.42,2,199,2,0,0,8,2
0.11,0.78,6,260,4,0,0,3,2
0.62,0.77,3,225,4,1,0,9,1
0.45,0.46,2,142,3,0,0,8,2
0.8,0.82,3,218,3,0,0,7,1
0.32,0.74,3,211,3,0,0,9,1
0.72,0.79,4,192,4,0,0,7,1
0.9,0.77,4,273,2,0,0,9,1
0.1,0.94,7,264,4,0,0,0,2
0.39,0.75,6,185,3,0,1,4,0
0.19,0.61,4,127,8,0,0,7,1
0.62,0.61,6,103,4,0,0,6,2
0.51,0.71,4,208,3,1,0,5,1
0.23,0.9,5,234,3,1,0,7,1
0.26,0.81,5,139,4,0,0,6,2
0.1,0.89,6,247,4,0,0,9,1
0.8,0.74,3,228,3,0,0,9,2
0.62,0.74,4,155,3,0,0,3,2
0.96,0.64,3,166,2,0,0,2,2
0.53,0.7,3,138,2,0,0,7,2
0.75,0.55,5,281,3,1,0,7,1
0.62,0.9,4,155,4,0,0,7,1
0.36,0.45,2,127,3,0,0,2,1
0.81,0.91,3,184,3,0,0,1,1
0.95,0.65,3,273,4,0,0,3,1
0.66,0.7,4,161,3,0,0,1,1
0.44,0.49,2,154,3,0,0,8,1
0.75,0.97,4,245,5,0,0,8,2
0.82,0.67,4,156,3,0,0,6,1
0.74,0.57,4,172,3,0,0,6,0
0.3,0.57,2,158,2,0,0,3,2
0.92,0.61,2,228,2,0,0,7,1
0.56,0.62,4,247,3,0,0,6,1
0.66,0.72,4,137,3,0,0,9,1
0.6,0.98,3,262,2,0,0,2,1
0.99,0.7,2,182,4,0,0,2,2
0.8,0.58,4,175,2,0,0,1,1
0.5,0.97,4,269,3,0,0,7,1
0.62,0.65,3,249,3,0,0,9,1
0.76,0.56,5,222,10,0,0,4,0
0.18,0.75,4,170,5,0,0,7,1
0.16,0.54,5,206,5,0,0,7,2
0.54,0.64,3,203,4,0,0,0,2
0.93,0.77,3,202,5,0,0,8,0
0.5,0.53,5,239,3,0,0,9,2
0.09,0.8,6,301,5,0,0,0,2
0.4,0.45,4,113,3,0,0,8,1
0.66,0.84,3,211,4,0,0,1,0
0.65,0.54,4,191,4,0,0,2,2
0.87,0.61,3,162,2,0,0,1,1
0.94,0.6,5,278,2,0,0,9,1
0.9,0.51,4,137,6,0,0,7,2
0.37,0.5,2,154,3,0,0,3,2
0.75,0.94,5,217,2,0,0,8,2
0.26,0.98,5,161,5,0,0,0,2
0.79,0.54,5,212,4,0,0,5,2
0.49,0.61,5,196,3,0,0,8,2
0.37,0.49,2,153,3,0,0,2,1
0.32,0.81,5,111,4,0,0,7,2
0.39,0.5,2,142,3,0,0,3,2
0.74,1.0,4,192,4,0,0,9,0
0.38,0.45,2,129,3,0,0,8,2
0.43,0.5,2,135,3,0,0,6,2
0.54,0.58,3,169,2,1,0,9,0
0.51,0.58,4,140,3,0,0,9,0
0.63,0.86,3,245,2,0,0,5,1
0.65,0.52,5,149,3,0,0,7,1
0.89,0.85,4,195,4,0,0,8,2
0.51,0.91,4,206,3,0,0,7,1
0.94,0.46,2,230,2,1,0,8,1
0.5,0.71,4,163,8,0,1,3,2
0.65,0.86,4,267,2,0,0,8,2
0.48,0.5,4,179,3,0,0,7,2
0.81,0.98,5,245,5,0,0,0,1
0.95,0.74,4,258,3,0,0,9,2
0.63,0.81,4,216,4,0,0,6,2
0.52,0.82,2,242,3,0,0,7,2
0.1,0.79,6,291,4,0,0,7,1
0.77,0.98,2,226,3,0,0,8,1
0.75,0.66,5,234,2,0,0,4,0
0.68,0.57,3,197,3,1,0,8,2
0.53,0.82,5,184,3,0,0,7,2
0.37,0.49,2,148,3,0,0,7,1
0.73,0.86,4,245,6,0,0,7,1
0.52,0.9,5,176,3,0,0,9,2
0.46,0.6,4,119,5,0,0,8,2
0.73,0.99,5,241,5,0,0,7,1
0.45,0.76,4,143,2,1,0,8,2
0.67,0.4,4,274,3,0,0,7,1
0.84,0.79,4,157,4,0,0,9,1
0.74,0.94,3,132,3,0,0,2,2
0.59,0.97,5,242,3,0,0,6,1
0.74,0.89,5,229,6,0,0,8,1
0.9,0.93,4,263,3,1,0,8,2
0.9,0.69,4,274,2,0,0,9,2
0.82,0.58,5,263,8,0,0,0,2
0.86,0.66,3,150,2,0,0,7,1
0.61,0.51,4,242,3,0,0,7,2
0.82,0.81,4,233,4,1,0,8,1
0.82,0.98,4,233,5,0,0,7,1
0.43,0.46,2,186,2,0,0,6,1
0.43,0.51,2,143,3,0,0,9,2
0.45,0.47,2,150,3,0,0,7,1
0.73,0.93,4,162,2,1,0,8,2
0.25,0.68,4,279,5,1,0,0,2
0.55,0.64,3,178,2,0,1,7,1
0.1,0.94,6,309,4,0,0,9,2
0.42,0.48,2,155,3,0,0,3,2
0.11,0.92,6,305,4,0,0,9,1
0.95,0.77,5,199,10,1,0,7,2
0.92,0.64,4,217,4,0,0,1,2
0.46,0.57,2,145,3,0,0,7,1
0.44,0.53,2,127,3,0,0,1,2
0.97,0.57,4,150,2,0,0,0,2
0.52,0.92,4,112,2,0,0,9,2
0.54,0.92,4,175,3,0,0,8,1
0.98,0.81,3,153,4,0,0,9,2
0.29,0.56,5,231,6,0,0,1,2
0.55,0.76,4,257,3,0,0,8,2
0.62,0.52,5,256,4,0,0,6,2
0.67,0.5,5,219,3,0,0,0,2
0.8,0.63,5,180,5,0,0,8,2
0.61,0.55,3,245,3,0,0,7,2
0.77,0.64,4,192,3,0,0,8,1
0.62,0.98,4,137,3,0,0,9,2
0.18,0.54,4,165,3,0,0,9,2
0.53,0.88,3,157,3,0,0,0,1
0.77,0.9,4,237,5,0,0,8,1
0.64,0.52,3,223,3,0,0,7,1
0.86,0.51,3,185,2,0,0,9,2
0.43,0.54,2,130,3,0,0,7,1
0.97,0.91,4,257,3,1,0,9,1
0.64,0.86,4,248,6,0,0,5,2
0.9,0.74,3,185,2,0,0,5,2
0.62,0.95,4,132,3,0,0,1,2
0.84,0.86,3,199,3,0,0,0,2
0.75,0.76,3,269,2,1,0,9,2
0.09,0.95,6,292,4,0,0,7,2
0.64,0.86,4,143,2,0,0,8,2
0.77,0.95,3,192,4,1,0,1,2
0.77,0.92,5,235,5,0,0,0,1
0.59,0.73,4,247,10,0,0,4,0
0.38,0.46,2,145,3,0,0,3,2
0.83,0.55,5,261,5,0,0,7,2
0.38,0.54,2,150,3,0,0,7,2
0.57,0.98,3,188,5,0,0,8,2
0.78,0.91,3,177,2,0,0,7,0
0.73,0.79,4,157,3,0,0,8,2
0.97,0.76,3,147,3,1,0,8,1
0.63,0.94,2,228,2,1,0,9,1
0.87,0.92,3,141,2,0,0,8,2
0.78,0.81,4,253,5,0,0,5,1
0.38,0.77,3,173,5,0,0,8,2
0.1,0.9,7,269,4,0,0,2,2
0.53,0.64,5,281,4,0,0,7,0
0.59,0.87,4,191,2,0,0,9,1
0.96,0.71,3,205,8,1,0,4,2
0.66,0.91,5,199,3,1,0,5,1
0.66,0.54,5,191,2,0,0,0,1
0.79,0.77,4,171,2,0,0,1,1
0.4,0.49,2,144,3,0,0,8,1
0.11,0.79,6,292,4,0,1,9,1
0.11,0.87,6,305,4,0,0,5,1
0.73,0.67,2,139,8,0,0,7,2
0.44,0.5,2,138,3,0,0,8,2
0.89,0.75,4,246,3,1,0,8,1
0.84,0.73,5,230,4,1,0,2,1
0.89,0.55,4,159,2,0,0,7,2
0.49,0.94,3,144,3,1,0,9,2
0.1,0.85,6,260,4,0,0,7,1
0.24,0.65,3,143,4,0,0,8,2
0.83,0.54,3,149,3,0,0,8,1
0.85,0.87,5,245,5,0,0,9,1
0.79,0.92,4,208,2,1,0,5,1
0.68,0.61,3,134,4,0,0,7,2
0.61,0.97,4,153,3,0,0,2,2
0.77,0.99,4,260,3,0,0,7,2
0.65,0.92,3,219,3,0,0,9,2
0.91,0.99,5,265,5,1,0,9,2
0.42,0.45,3,227,3,0,0,7,2
0.53,0.77,4,259,2,1,1,7,2
0.56,0.85,3,109,2,0,0,1,0
0.83,0.87,5,233,3,0,0,7,1
0.88,0.81,5,193,5,0,0,9,2
0.34,0.67,5,96,2,1,0,0,1
0.46,0.57,2,152,3,0,0,8,1
0.15,0.53,6,222,3,0,0,9,2
0.99,0.37,6,219,6,0,0,6,1
0.81,0.87,4,254,5,0,0,5,1
0.67,0.59,3,177,3,1,0,0,1
0.22,0.57,5,174,6,0,0,9,0
0.36,0.73,2,111,2,0,0,7,1
0.38,0.86,6,139,6,0,0,9,2
0.78,0.93,4,225,5,0,0,7,2
0.56,0.71,5,243,3,0,0,9,2
0.96,0.62,4,217,2,0,0,8,2
0.83,0.53,3,211,4,1,0,7,1
0.7,0.67,6,233,6,0,0,3,2
0.76,0.92,3,176,2,0,0,0,2
0.59,0.54,4,178,2,0,0,8,2
0.76,0.94,3,189,3,0,0,7,2
0.74,0.94,4,255,4,0,0,5,2
0.93,0.73,4,283,7,0,0,7,0
0.81,0.45,6,98,3,0,0,7,1
0.39,0.54,2,127,3,0,0,7,1
0.54,0.51,4,137,4,0,1,1,2
0.82,0.65,4,210,2,0,0,2,2
0.38,0.53,2,138,3,0,0,6,1
0.35,0.67,3,119,3,0,1,5,2
0.77,0.67,4,225,4,0,0,3,1
0.32,0.66,5,116,5,1,0,9,0
0.45,0.72,4,149,3,0,0,5,1
0.68,1.0,3,148,4,1,0,7,1
0.48,0.64,4,146,2,0,0,5,1
0.48,0.9,4,201,4,0,0,5,2
0.31,0.63,3,150,3,1,0,7,2
0.84,0.8,4,236,3,0,0,5,1
0.97,0.77,3,206,4,0,0,8,2
0.45,0.57,2,134,3,0,0,7,1
0.83,0.76,2,255,7,0,0,7,1
0.61,0.86,3,239,3,0,0,0,1
0.82,0.85,3,214,2,0,0,8,0
0.92,0.82,4,207,4,0,0,7,1
0.87,0.52,4,140,3,0,0,6,2
0.09,0.95,7,256,4,0,0,5,2
0.84,0.52,4,251,3,0,0,1,1
0.66,0.57,4,220,2,1,0,8,2
0.54,0.53,4,158,2,0,0,9,2
0.81,0.97,3,247,3,0,0,8,2
0.17,0.49,4,286,5,1,0,7,1
0.51,0.58,4,169,2,0,0,7,1
0.52,0.78,4,237,3,0,0,5,1
0.39,0.54,2,133,3,0,0,5,1
0.88,1.0,5,219,6,1,0,9,1
0.54,0.6,4,141,3,0,0,5,1
0.85,0.74,5,170,4,0,0,0,1
0.57,0.89,3,202,2,0,0,7,2
0.84,0.71,4,273,3,0,0,9,1
